LCQI GPT-2 Hotspot Profile

timestamp_utc=2026-06-29T11:07:17.354011+00:00
model_dir=/home/aoweichen/.cache/lcqi-gpt2-smoke
prompt=Hello, my name is
token_counts=4,16
rounds=3
requested_threads=0
engine=cached
build=CMAKE_BUILD_TYPE=Release through books/cpu-volume-3-practice

[samples]
round=1,max_new_tokens=4,benchmark_decode_ms:26.9636,benchmark_decode_steps:3,benchmark_decode_tokens_per_second:111.261,benchmark_generate_ms:77.0652,benchmark_generate_tokens_per_second:51.9041,benchmark_generated_tokens:4,benchmark_kv_cache_bytes:7.55098e+07,benchmark_load_ms:724.566,benchmark_prefill_ms:50.1015,benchmark_prefill_steps:5,benchmark_prompt_tokens:5,benchmark_tokenize_ms:0.020493,benchmark_total_ms:826.745,benchmark_worker_count:16,hotspot_attention_ms:0.209819,hotspot_attention_pct:0.272274,hotspot_attention_projection_ms:9.38196,hotspot_attention_projection_pct:12.1746,hotspot_decoder_steps:8,hotspot_embedding_ms:0.005401,hotspot_embedding_pct:0.00700866,hotspot_final_norm_ms:0.007632,hotspot_final_norm_pct:0.00990373,hotspot_gelu_ms:1.07869,hotspot_gelu_pct:1.39977,hotspot_kv_append_ms:0.06853,hotspot_kv_append_pct:0.0889286,hotspot_layer_norm_ms:0.178943,hotspot_layer_norm_pct:0.232207,hotspot_layer_steps:96,hotspot_lm_head_ms:15.7781,hotspot_lm_head_pct:20.4746,hotspot_logits_result_ms:0,hotspot_logits_result_pct:0,hotspot_mlp_fc_ms:17.6636,hotspot_mlp_fc_pct:22.9213,hotspot_mlp_projection_ms:17.7814,hotspot_mlp_projection_pct:23.0743,hotspot_qkv_projection_ms:14.8292,hotspot_qkv_projection_pct:19.2432,hotspot_residual_add_ms:0.042737,hotspot_residual_add_pct:0.0554581,hotspot_total_step_ms:77.0618,hotspot_total_step_pct:100,generated_text=Hello, my name is John. I'm
round=1,max_new_tokens=16,benchmark_decode_ms:134.982,benchmark_decode_steps:15,benchmark_decode_tokens_per_second:111.126,benchmark_generate_ms:184.78,benchmark_generate_tokens_per_second:86.5895,benchmark_generated_tokens:16,benchmark_kv_cache_bytes:7.55098e+07,benchmark_load_ms:761.098,benchmark_prefill_ms:49.7975,benchmark_prefill_steps:5,benchmark_prompt_tokens:5,benchmark_tokenize_ms:0.018886,benchmark_total_ms:972.247,benchmark_worker_count:16,hotspot_attention_ms:1.04253,hotspot_attention_pct:0.564231,hotspot_attention_projection_ms:23.0256,hotspot_attention_projection_pct:12.4618,hotspot_decoder_steps:20,hotspot_embedding_ms:0.012184,hotspot_embedding_pct:0.00659418,hotspot_final_norm_ms:0.019563,hotspot_final_norm_pct:0.0105878,hotspot_gelu_ms:2.73627,hotspot_gelu_pct:1.48091,hotspot_kv_append_ms:0.162067,hotspot_kv_append_pct:0.0877133,hotspot_layer_norm_ms:0.456312,hotspot_layer_norm_pct:0.246963,hotspot_layer_steps:240,hotspot_lm_head_ms:36.7416,hotspot_lm_head_pct:19.8852,hotspot_logits_result_ms:0,hotspot_logits_result_pct:0,hotspot_mlp_fc_ms:42.1095,hotspot_mlp_fc_pct:22.7904,hotspot_mlp_projection_ms:42.2145,hotspot_mlp_projection_pct:22.8472,hotspot_qkv_projection_ms:36.0545,hotspot_qkv_projection_pct:19.5133,hotspot_residual_add_ms:0.106243,hotspot_residual_add_pct:0.0575004,hotspot_total_step_ms:184.769,hotspot_total_step_pct:100,generated_text=Hello, my name is John. I'm a writer, and I'm a writer. I'm a
round=2,max_new_tokens=4,benchmark_decode_ms:28.6964,benchmark_decode_steps:3,benchmark_decode_tokens_per_second:104.543,benchmark_generate_ms:73.2002,benchmark_generate_tokens_per_second:54.6446,benchmark_generated_tokens:4,benchmark_kv_cache_bytes:7.55098e+07,benchmark_load_ms:676.095,benchmark_prefill_ms:44.5037,benchmark_prefill_steps:5,benchmark_prompt_tokens:5,benchmark_tokenize_ms:0.025359,benchmark_total_ms:775.418,benchmark_worker_count:16,hotspot_attention_ms:0.207271,hotspot_attention_pct:0.28317,hotspot_attention_projection_ms:9.25136,hotspot_attention_projection_pct:12.6391,hotspot_decoder_steps:8,hotspot_embedding_ms:0.005405,hotspot_embedding_pct:0.00738422,hotspot_final_norm_ms:0.007763,hotspot_final_norm_pct:0.0106057,hotspot_gelu_ms:1.07864,hotspot_gelu_pct:1.47362,hotspot_kv_append_ms:0.071128,hotspot_kv_append_pct:0.0971739,hotspot_layer_norm_ms:0.178369,hotspot_layer_norm_pct:0.243685,hotspot_layer_steps:96,hotspot_lm_head_ms:14.9309,hotspot_lm_head_pct:20.3984,hotspot_logits_result_ms:0,hotspot_logits_result_pct:0,hotspot_mlp_fc_ms:16.6664,hotspot_mlp_fc_pct:22.7693,hotspot_mlp_projection_ms:16.4982,hotspot_mlp_projection_pct:22.5395,hotspot_qkv_projection_ms:14.2206,hotspot_qkv_projection_pct:19.428,hotspot_residual_add_ms:0.047161,hotspot_residual_add_pct:0.0644306,hotspot_total_step_ms:73.1966,hotspot_total_step_pct:100,generated_text=Hello, my name is John. I'm
round=2,max_new_tokens=16,benchmark_decode_ms:141.317,benchmark_decode_steps:15,benchmark_decode_tokens_per_second:106.145,benchmark_generate_ms:192.34,benchmark_generate_tokens_per_second:83.1859,benchmark_generated_tokens:16,benchmark_kv_cache_bytes:7.55098e+07,benchmark_load_ms:710.159,benchmark_prefill_ms:51.0233,benchmark_prefill_steps:5,benchmark_prompt_tokens:5,benchmark_tokenize_ms:0.020837,benchmark_total_ms:927.627,benchmark_worker_count:16,hotspot_attention_ms:1.08952,hotspot_attention_pct:0.566485,hotspot_attention_projection_ms:24.427,hotspot_attention_projection_pct:12.7006,hotspot_decoder_steps:20,hotspot_embedding_ms:0.014087,hotspot_embedding_pct:0.00732441,hotspot_final_norm_ms:0.019571,hotspot_final_norm_pct:0.0101758,hotspot_gelu_ms:2.79795,hotspot_gelu_pct:1.45477,hotspot_kv_append_ms:0.187054,hotspot_kv_append_pct:0.097257,hotspot_layer_norm_ms:0.462372,hotspot_layer_norm_pct:0.240406,hotspot_layer_steps:240,hotspot_lm_head_ms:37.6658,hotspot_lm_head_pct:19.584,hotspot_logits_result_ms:0,hotspot_logits_result_pct:0,hotspot_mlp_fc_ms:43.8864,hotspot_mlp_fc_pct:22.8183,hotspot_mlp_projection_ms:43.4504,hotspot_mlp_projection_pct:22.5916,hotspot_qkv_projection_ms:38.1248,hotspot_qkv_projection_pct:19.8226,hotspot_residual_add_ms:0.099624,hotspot_residual_add_pct:0.0517986,hotspot_total_step_ms:192.33,hotspot_total_step_pct:100,generated_text=Hello, my name is John. I'm a writer, and I'm a writer. I'm a
round=3,max_new_tokens=4,benchmark_decode_ms:26.4177,benchmark_decode_steps:3,benchmark_decode_tokens_per_second:113.56,benchmark_generate_ms:75.9807,benchmark_generate_tokens_per_second:52.645,benchmark_generated_tokens:4,benchmark_kv_cache_bytes:7.55098e+07,benchmark_load_ms:663.657,benchmark_prefill_ms:49.5629,benchmark_prefill_steps:5,benchmark_prompt_tokens:5,benchmark_tokenize_ms:0.018158,benchmark_total_ms:765.156,benchmark_worker_count:16,hotspot_attention_ms:0.204456,hotspot_attention_pct:0.269101,hotspot_attention_projection_ms:9.29741,hotspot_attention_projection_pct:12.2371,hotspot_decoder_steps:8,hotspot_embedding_ms:0.005289,hotspot_embedding_pct:0.00696128,hotspot_final_norm_ms:0.008025,hotspot_final_norm_pct:0.0105624,hotspot_gelu_ms:1.08532,hotspot_gelu_pct:1.42847,hotspot_kv_append_ms:0.067314,hotspot_kv_append_pct:0.0885974,hotspot_layer_norm_ms:0.177552,hotspot_layer_norm_pct:0.233691,hotspot_layer_steps:96,hotspot_lm_head_ms:15.5137,hotspot_lm_head_pct:20.4188,hotspot_logits_result_ms:0,hotspot_logits_result_pct:0,hotspot_mlp_fc_ms:17.4373,hotspot_mlp_fc_pct:22.9506,hotspot_mlp_projection_ms:17.4721,hotspot_mlp_projection_pct:22.9965,hotspot_qkv_projection_ms:14.6266,hotspot_qkv_projection_pct:19.2513,hotspot_residual_add_ms:0.046794,hotspot_residual_add_pct:0.0615894,hotspot_total_step_ms:75.9774,hotspot_total_step_pct:100,generated_text=Hello, my name is John. I'm
round=3,max_new_tokens=16,benchmark_decode_ms:135.753,benchmark_decode_steps:15,benchmark_decode_tokens_per_second:110.495,benchmark_generate_ms:184.535,benchmark_generate_tokens_per_second:86.7043,benchmark_generated_tokens:16,benchmark_kv_cache_bytes:7.55098e+07,benchmark_load_ms:671.79,benchmark_prefill_ms:48.782,benchmark_prefill_steps:5,benchmark_prompt_tokens:5,benchmark_tokenize_ms:0.02143,benchmark_total_ms:882.575,benchmark_worker_count:16,hotspot_attention_ms:1.06537,hotspot_attention_pct:0.577359,hotspot_attention_projection_ms:23.2957,hotspot_attention_projection_pct:12.6247,hotspot_decoder_steps:20,hotspot_embedding_ms:0.013574,hotspot_embedding_pct:0.0073562,hotspot_final_norm_ms:0.019408,hotspot_final_norm_pct:0.0105178,hotspot_gelu_ms:2.7365,hotspot_gelu_pct:1.483,hotspot_kv_append_ms:0.166731,hotspot_kv_append_pct:0.0903571,hotspot_layer_norm_ms:0.457503,hotspot_layer_norm_pct:0.247936,hotspot_layer_steps:240,hotspot_lm_head_ms:37.0395,hotspot_lm_head_pct:20.0729,hotspot_logits_result_ms:0,hotspot_logits_result_pct:0,hotspot_mlp_fc_ms:42.1483,hotspot_mlp_fc_pct:22.8416,hotspot_mlp_projection_ms:42.0191,hotspot_mlp_projection_pct:22.7715,hotspot_qkv_projection_ms:35.3608,hotspot_qkv_projection_pct:19.1632,hotspot_residual_add_ms:0.103556,hotspot_residual_add_pct:0.0561204,hotspot_total_step_ms:184.525,hotspot_total_step_pct:100,generated_text=Hello, my name is John. I'm a writer, and I'm a writer. I'm a

[summary max_new_tokens=4]
benchmark_load_ms=median:676.095,min:663.657,max:724.566
benchmark_generate_ms=median:75.9807,min:73.2002,max:77.0652
benchmark_generate_tokens_per_second=median:52.645,min:51.9041,max:54.6446
benchmark_decode_tokens_per_second=median:111.261,min:104.543,max:113.56
hotspot_total_step_ms=median:75.9774,min:73.1966,max:77.0618
benchmark_worker_count=median:16,min:16,max:16
hotspot_lm_head_pct=median:20.4188,min:20.3984,max:20.4746
hotspot_mlp_fc_pct=median:22.9213,min:22.7693,max:22.9506
hotspot_mlp_projection_pct=median:22.9965,min:22.5395,max:23.0743
hotspot_qkv_projection_pct=median:19.2513,min:19.2432,max:19.428
hotspot_attention_projection_pct=median:12.2371,min:12.1746,max:12.6391
hotspot_attention_pct=median:0.272274,min:0.269101,max:0.28317
generated_text=Hello, my name is John. I'm

[summary max_new_tokens=16]
benchmark_load_ms=median:710.159,min:671.79,max:761.098
benchmark_generate_ms=median:184.78,min:184.535,max:192.34
benchmark_generate_tokens_per_second=median:86.5895,min:83.1859,max:86.7043
benchmark_decode_tokens_per_second=median:110.495,min:106.145,max:111.126
hotspot_total_step_ms=median:184.769,min:184.525,max:192.33
benchmark_worker_count=median:16,min:16,max:16
hotspot_lm_head_pct=median:19.8852,min:19.584,max:20.0729
hotspot_mlp_fc_pct=median:22.8183,min:22.7904,max:22.8416
hotspot_mlp_projection_pct=median:22.7715,min:22.5916,max:22.8472
hotspot_qkv_projection_pct=median:19.5133,min:19.1632,max:19.8226
hotspot_attention_projection_pct=median:12.6247,min:12.4618,max:12.7006
hotspot_attention_pct=median:0.566485,min:0.564231,max:0.577359
generated_text=Hello, my name is John. I'm a writer, and I'm a writer. I'm a
